league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,home_goals,away_goals,home_xg,away_xg,is_result,has_data,url
GER-Bundesliga,2526,2025-12-07 Borussia Dortmund-Hoffenheim,3,2025,30335,2025-12-07 16:30:00,129,120,Borussia Dortmund,Hoffenheim,HOF,DOR,2,0,1.10147,1.42364,True,True,https://understat.com/match/30335
GER-Bundesliga,2526,2025-12-07 Hamburger SV-Werder Bremen,3,2025,30337,2025-12-07 14:30:00,118,123,Hamburger SV,Werder Bremen,WER,HAM,3,2,1.57713,1.17349,True,True,https://understat.com/match/30337
GER-Bundesliga,2526,2025-12-12 Union Berlin-RasenBallsport Leipzig,3,2025,30348,2025-12-12 19:30:00,240,136,Union Berlin,RasenBallsport Leipzig,RBL,UNI,3,1,1.4766,0.495677,True,True,https://understat.com/match/30348
GER-Bundesliga,2526,2025-12-13 Bayer Leverkusen-FC Cologne,3,2025,30341,2025-12-13 17:30:00,119,134,Bayer Leverkusen,FC Cologne,COL,LEV,2,0,2.295,0.436565,True,True,https://understat.com/match/30341
GER-Bundesliga,2526,2025-12-13 Borussia M.Gladbach-Wolfsburg,3,2025,30343,2025-12-13 14:30:00,130,131,Borussia M.Gladbach,Wolfsburg,WOL,BMG,1,3,0.620418,2.72142,True,True,https://understat.com/match/30343
GER-Bundesliga,2526,2025-12-13 Eintracht Frankfurt-Augsburg,3,2025,30344,2025-12-13 14:30:00,132,121,Eintracht Frankfurt,Augsburg,AUG,EIN,1,0,1.52024,0.655733,True,True,https://understat.com/match/30344
GER-Bundesliga,2526,2025-12-13 Hoffenheim-Hamburger SV,3,2025,30346,2025-12-13 14:30:00,120,118,Hoffenheim,Hamburger SV,HAM,HOF,4,1,2.48806,1.40522,True,True,https://understat.com/match/30346
GER-Bundesliga,2526,2025-12-13 St. Pauli-FC Heidenheim,3,2025,30347,2025-12-13 14:30:00,288,280,St. Pauli,FC Heidenheim,HEI,SPA,2,1,1.00037,1.8944,True,True,https://understat.com/match/30347
GER-Bundesliga,2526,2025-12-14 Bayern Munich-Mainz 05,3,2025,30342,2025-12-14 16:30:00,117,125,Bayern Munich,Mainz 05,MAI,BAY,2,2,4.67956,0.803171,True,True,https://understat.com/match/30342
GER-Bundesliga,2526,2025-12-14 Freiburg-Borussia Dortmund,3,2025,30345,2025-12-14 14:30:00,135,129,Freiburg,Borussia Dortmund,DOR,FRE,1,1,1.10621,1.47427,True,True,https://understat.com/match/30345
GER-Bundesliga,2526,2025-12-14 Werder Bremen-VfB Stuttgart,3,2025,30349,2025-12-14 18:30:00,123,133,Werder Bremen,VfB Stuttgart,STU,WER,0,4,0.607898,2.05209,True,True,https://understat.com/match/30349
GER-Bundesliga,2526,2025-12-19 Borussia Dortmund-Borussia M.Gladbach,3,2025,30351,2025-12-19 19:30:00,129,130,Borussia Dortmund,Borussia M.Gladbach,BMG,DOR,2,0,1.65394,0.221237,True,True,https://understat.com/match/30351
GER-Bundesliga,2526,2025-12-20 Augsburg-Werder Bremen,3,2025,30350,2025-12-20 14:30:00,121,123,Augsburg,Werder Bremen,WER,AUG,0,0,1.49411,0.90686,True,True,https://understat.com/match/30350
GER-Bundesliga,2526,2025-12-20 FC Cologne-Union Berlin,3,2025,30352,2025-12-20 14:30:00,134,240,FC Cologne,Union Berlin,UNI,COL,0,1,0.677102,1.4739,True,True,https://understat.com/match/30352
GER-Bundesliga,2526,2025-12-20 Hamburger SV-Eintracht Frankfurt,3,2025,30353,2025-12-20 14:30:00,118,132,Hamburger SV,Eintracht Frankfurt,EIN,HAM,1,1,1.09769,1.09137,True,True,https://understat.com/match/30353
GER-Bundesliga,2526,2025-12-20 RasenBallsport Leipzig-Bayer Leverkusen,3,2025,30356,2025-12-20 17:30:00,136,119,RasenBallsport Leipzig,Bayer Leverkusen,LEV,RBL,1,3,1.93929,2.70478,True,True,https://understat.com/match/30356
GER-Bundesliga,2526,2025-12-20 VfB Stuttgart-Hoffenheim,3,2025,30357,2025-12-20 14:30:00,133,120,VfB Stuttgart,Hoffenheim,HOF,STU,0,0,1.46116,0.154175,True,True,https://understat.com/match/30357
GER-Bundesliga,2526,2025-12-20 Wolfsburg-Freiburg,3,2025,30358,2025-12-20 14:30:00,131,135,Wolfsburg,Freiburg,FRE,WOL,3,4,1.30583,2.65964,True,True,https://understat.com/match/30358
GER-Bundesliga,2526,2025-12-21 FC Heidenheim-Bayern Munich,3,2025,30354,2025-12-21 16:30:00,280,117,FC Heidenheim,Bayern Munich,BAY,HEI,0,4,1.48758,3.36795,True,True,https://understat.com/match/30354
GER-Bundesliga,2526,2025-12-21 Mainz 05-St. Pauli,3,2025,30355,2025-12-21 14:30:00,125,288,Mainz 05,St. Pauli,SPA,MAI,0,0,1.87368,0.227249,True,True,https://understat.com/match/30355
GER-Bundesliga,2526,2026-01-09 Eintracht Frankfurt-Borussia Dortmund,3,2025,30362,2026-01-09 19:30:00,132,129,Eintracht Frankfurt,Borussia Dortmund,DOR,EIN,3,3,1.66426,2.29827,True,True,https://understat.com/match/30362
GER-Bundesliga,2526,2026-01-10 Bayer Leverkusen-VfB Stuttgart,3,2025,30359,2026-01-10 17:30:00,119,133,Bayer Leverkusen,VfB Stuttgart,STU,LEV,1,4,1.98318,2.68822,True,True,https://understat.com/match/30359
GER-Bundesliga,2526,2026-01-10 FC Heidenheim-FC Cologne,3,2025,30364,2026-01-10 14:30:00,280,134,FC Heidenheim,FC Cologne,COL,HEI,2,2,2.14635,2.75624,True,True,https://understat.com/match/30364
GER-Bundesliga,2526,2026-01-10 Freiburg-Hamburger SV,3,2025,30363,2026-01-10 14:30:00,135,118,Freiburg,Hamburger SV,HAM,FRE,2,1,2.93517,0.850812,True,True,https://understat.com/match/30363
GER-Bundesliga,2526,2026-01-10 Union Berlin-Mainz 05,3,2025,30366,2026-01-10 14:30:00,240,125,Union Berlin,Mainz 05,MAI,UNI,2,2,3.6505,1.56492,True,True,https://understat.com/match/30366
GER-Bundesliga,2526,2026-01-11 Bayern Munich-Wolfsburg,3,2025,30360,2026-01-11 16:30:00,117,131,Bayern Munich,Wolfsburg,WOL,BAY,8,1,3.54931,1.08515,True,True,https://understat.com/match/30360
GER-Bundesliga,2526,2026-01-11 Borussia M.Gladbach-Augsburg,3,2025,30361,2026-01-11 14:30:00,130,121,Borussia M.Gladbach,Augsburg,AUG,BMG,4,0,3.57201,1.57502,True,True,https://understat.com/match/30361
GER-Bundesliga,2526,2026-01-13 Borussia Dortmund-Werder Bremen,3,2025,30369,2026-01-13 19:30:00,129,123,Borussia Dortmund,Werder Bremen,WER,DOR,3,0,2.31769,0.39948,True,True,https://understat.com/match/30369
GER-Bundesliga,2526,2026-01-13 Mainz 05-FC Heidenheim,3,2025,30373,2026-01-13 19:30:00,125,280,Mainz 05,FC Heidenheim,HEI,MAI,2,1,1.95686,1.23557,True,True,https://understat.com/match/30373
GER-Bundesliga,2526,2026-01-13 VfB Stuttgart-Eintracht Frankfurt,3,2025,30375,2026-01-13 17:30:00,133,132,VfB Stuttgart,Eintracht Frankfurt,EIN,STU,3,2,3.54461,0.896468,True,True,https://understat.com/match/30375
GER-Bundesliga,2526,2026-01-14 FC Cologne-Bayern Munich,3,2025,30370,2026-01-14 19:30:00,134,117,FC Cologne,Bayern Munich,BAY,COL,1,3,0.714659,2.11635,True,True,https://understat.com/match/30370
GER-Bundesliga,2526,2026-01-14 Hoffenheim-Borussia M.Gladbach,3,2025,30372,2026-01-14 19:30:00,120,130,Hoffenheim,Borussia M.Gladbach,BMG,HOF,5,1,4.3777,0.83294,True,True,https://understat.com/match/30372
GER-Bundesliga,2526,2026-01-14 RasenBallsport Leipzig-Freiburg,3,2025,30374,2026-01-14 19:30:00,136,135,RasenBallsport Leipzig,Freiburg,FRE,RBL,2,0,2.80289,0.147682,True,True,https://understat.com/match/30374
GER-Bundesliga,2526,2026-01-14 Wolfsburg-St. Pauli,3,2025,30376,2026-01-14 17:30:00,131,288,Wolfsburg,St. Pauli,SPA,WOL,2,1,1.78032,1.21171,True,True,https://understat.com/match/30376
GER-Bundesliga,2526,2026-01-15 Augsburg-Union Berlin,3,2025,30368,2026-01-15 19:30:00,121,240,Augsburg,Union Berlin,UNI,AUG,1,1,0.559529,1.73831,True,True,https://understat.com/match/30368
GER-Bundesliga,2526,2026-01-16 Werder Bremen-Eintracht Frankfurt,3,2025,30384,2026-01-16 19:30:00,123,132,Werder Bremen,Eintracht Frankfurt,EIN,WER,3,3,2.10111,1.20772,True,True,https://understat.com/match/30384
GER-Bundesliga,2526,2026-01-17 Borussia Dortmund-St. Pauli,3,2025,30378,2026-01-17 14:30:00,129,288,Borussia Dortmund,St. Pauli,SPA,DOR,3,2,2.5477,0.532613,True,True,https://understat.com/match/30378
GER-Bundesliga,2526,2026-01-17 FC Cologne-Mainz 05,3,2025,30379,2026-01-17 14:30:00,134,125,FC Cologne,Mainz 05,MAI,COL,2,1,2.41277,1.91073,True,True,https://understat.com/match/30379
GER-Bundesliga,2526,2026-01-17 Hamburger SV-Borussia M.Gladbach,3,2025,30380,2026-01-17 14:30:00,118,130,Hamburger SV,Borussia M.Gladbach,BMG,HAM,0,0,1.26205,0.576522,True,True,https://understat.com/match/30380
GER-Bundesliga,2526,2026-01-17 Hoffenheim-Bayer Leverkusen,3,2025,30381,2026-01-17 14:30:00,120,119,Hoffenheim,Bayer Leverkusen,LEV,HOF,1,0,2.11995,1.27048,True,True,https://understat.com/match/30381
GER-Bundesliga,2526,2026-01-17 RasenBallsport Leipzig-Bayern Munich,3,2025,30382,2026-01-17 17:30:00,136,117,RasenBallsport Leipzig,Bayern Munich,BAY,RBL,1,5,2.86917,4.65226,True,True,https://understat.com/match/30382
GER-Bundesliga,2526,2026-01-17 Wolfsburg-FC Heidenheim,3,2025,30385,2026-01-17 14:30:00,131,280,Wolfsburg,FC Heidenheim,HEI,WOL,1,1,1.07653,0.991172,True,True,https://understat.com/match/30385
GER-Bundesliga,2526,2026-01-18 Augsburg-Freiburg,3,2025,30377,2026-01-18 16:30:00,121,135,Augsburg,Freiburg,FRE,AUG,2,2,0.986653,1.59107,True,True,https://understat.com/match/30377
GER-Bundesliga,2526,2026-01-18 VfB Stuttgart-Union Berlin,3,2025,30383,2026-01-18 14:30:00,133,240,VfB Stuttgart,Union Berlin,UNI,STU,1,1,2.1978,1.88763,True,True,https://understat.com/match/30383
GER-Bundesliga,2526,2026-01-23 St. Pauli-Hamburger SV,3,2025,30393,2026-01-23 19:30:00,288,118,St. Pauli,Hamburger SV,HAM,SPA,0,0,0.311991,0.333197,True,True,https://understat.com/match/30393
GER-Bundesliga,2526,2026-01-24 Bayer Leverkusen-Werder Bremen,3,2025,30386,2026-01-24 14:30:00,119,123,Bayer Leverkusen,Werder Bremen,WER,LEV,1,0,2.51599,0.673986,True,True,https://understat.com/match/30386
GER-Bundesliga,2526,2026-01-24 Bayern Munich-Augsburg,3,2025,30387,2026-01-24 14:30:00,117,121,Bayern Munich,Augsburg,AUG,BAY,1,2,2.30773,1.24551,True,True,https://understat.com/match/30387
GER-Bundesliga,2526,2026-01-24 Eintracht Frankfurt-Hoffenheim,3,2025,30389,2026-01-24 14:30:00,132,120,Eintracht Frankfurt,Hoffenheim,HOF,EIN,1,3,0.829658,1.62813,True,True,https://understat.com/match/30389
GER-Bundesliga,2526,2026-01-24 FC Heidenheim-RasenBallsport Leipzig,3,2025,30391,2026-01-24 14:30:00,280,136,FC Heidenheim,RasenBallsport Leipzig,RBL,HEI,0,3,0.987658,2.07675,True,True,https://understat.com/match/30391
GER-Bundesliga,2526,2026-01-24 Mainz 05-Wolfsburg,3,2025,30392,2026-01-24 14:30:00,125,131,Mainz 05,Wolfsburg,WOL,MAI,3,1,4.34199,1.09338,True,True,https://understat.com/match/30392
GER-Bundesliga,2526,2026-01-24 Union Berlin-Borussia Dortmund,3,2025,30394,2026-01-24 17:30:00,240,129,Union Berlin,Borussia Dortmund,DOR,UNI,0,3,0.989732,2.27286,True,True,https://understat.com/match/30394
GER-Bundesliga,2526,2026-01-25 Borussia M.Gladbach-VfB Stuttgart,3,2025,30388,2026-01-25 14:30:00,130,133,Borussia M.Gladbach,VfB Stuttgart,STU,BMG,0,3,1.22197,2.72682,True,True,https://understat.com/match/30388
GER-Bundesliga,2526,2026-01-25 Freiburg-FC Cologne,3,2025,30390,2026-01-25 16:30:00,135,134,Freiburg,FC Cologne,COL,FRE,2,1,2.56728,1.69119,True,True,https://understat.com/match/30390
GER-Bundesliga,2526,2026-01-27 St. Pauli-RasenBallsport Leipzig,3,2025,30365,2026-01-27 19:30:00,288,136,St. Pauli,RasenBallsport Leipzig,RBL,SPA,1,1,1.33165,2.05989,True,True,https://understat.com/match/30365
GER-Bundesliga,2526,2026-01-27 Werder Bremen-Hoffenheim,3,2025,30367,2026-01-27 19:30:00,123,120,Werder Bremen,Hoffenheim,HOF,WER,0,2,1.42692,0.567567,True,True,https://understat.com/match/30367
GER-Bundesliga,2526,2026-01-30 FC Cologne-Wolfsburg,3,2025,30398,2026-01-30 19:30:00,134,131,FC Cologne,Wolfsburg,WOL,COL,1,0,1.43559,1.34631,True,True,https://understat.com/match/30398
GER-Bundesliga,2526,2026-01-31 Augsburg-St. Pauli,3,2025,30395,2026-01-31 14:30:00,121,288,Augsburg,St. Pauli,SPA,AUG,2,1,2.11699,2.88611,True,True,https://understat.com/match/30395
GER-Bundesliga,2526,2026-01-31 Eintracht Frankfurt-Bayer Leverkusen,3,2025,30397,2026-01-31 14:30:00,132,119,Eintracht Frankfurt,Bayer Leverkusen,LEV,EIN,1,3,1.31849,1.52952,True,True,https://understat.com/match/30397
GER-Bundesliga,2526,2026-01-31 Hamburger SV-Bayern Munich,3,2025,30399,2026-01-31 17:30:00,118,117,Hamburger SV,Bayern Munich,BAY,HAM,2,2,2.64497,2.28911,True,True,https://understat.com/match/30399
GER-Bundesliga,2526,2026-01-31 Hoffenheim-Union Berlin,3,2025,30400,2026-01-31 14:30:00,120,240,Hoffenheim,Union Berlin,UNI,HOF,3,1,1.50682,1.23275,True,True,https://understat.com/match/30400
GER-Bundesliga,2526,2026-01-31 RasenBallsport Leipzig-Mainz 05,3,2025,30401,2026-01-31 14:30:00,136,125,RasenBallsport Leipzig,Mainz 05,MAI,RBL,1,2,2.09422,2.57678,True,True,https://understat.com/match/30401
GER-Bundesliga,2526,2026-01-31 Werder Bremen-Borussia M.Gladbach,3,2025,30403,2026-01-31 14:30:00,123,130,Werder Bremen,Borussia M.Gladbach,BMG,WER,1,1,0.991152,1.25715,True,True,https://understat.com/match/30403
GER-Bundesliga,2526,2026-02-01 Borussia Dortmund-FC Heidenheim,3,2025,30396,2026-02-01 16:30:00,129,280,Borussia Dortmund,FC Heidenheim,HEI,DOR,3,2,4.13897,3.04324,True,True,https://understat.com/match/30396
GER-Bundesliga,2526,2026-02-01 VfB Stuttgart-Freiburg,3,2025,30402,2026-02-01 14:30:00,133,135,VfB Stuttgart,Freiburg,FRE,STU,1,0,2.95203,0.936187,True,True,https://understat.com/match/30402
GER-Bundesliga,2526,2026-02-06 Union Berlin-Eintracht Frankfurt,3,2025,30411,2026-02-06 19:30:00,240,132,Union Berlin,Eintracht Frankfurt,EIN,UNI,1,1,1.27118,0.296813,True,True,https://understat.com/match/30411
GER-Bundesliga,2526,2026-02-07 Borussia M.Gladbach-Bayer Leverkusen,3,2025,30405,2026-02-07 17:30:00,130,119,Borussia M.Gladbach,Bayer Leverkusen,LEV,BMG,1,1,0.783478,0.741257,True,True,https://understat.com/match/30405
GER-Bundesliga,2526,2026-02-07 FC Heidenheim-Hamburger SV,3,2025,30408,2026-02-07 14:30:00,280,118,FC Heidenheim,Hamburger SV,HAM,HEI,0,2,1.04614,1.55106,True,True,https://understat.com/match/30408
GER-Bundesliga,2526,2026-02-07 Freiburg-Werder Bremen,3,2025,30407,2026-02-07 14:30:00,135,123,Freiburg,Werder Bremen,WER,FRE,1,0,0.36452,1.12332,True,True,https://understat.com/match/30407
GER-Bundesliga,2526,2026-02-07 Mainz 05-Augsburg,3,2025,30409,2026-02-07 14:30:00,125,121,Mainz 05,Augsburg,AUG,MAI,2,0,3.00656,1.35939,True,True,https://understat.com/match/30409
GER-Bundesliga,2526,2026-02-07 St. Pauli-VfB Stuttgart,3,2025,30410,2026-02-07 14:30:00,288,133,St. Pauli,VfB Stuttgart,STU,SPA,2,1,1.66217,0.912627,True,True,https://understat.com/match/30410
GER-Bundesliga,2526,2026-02-07 Wolfsburg-Borussia Dortmund,3,2025,30412,2026-02-07 14:30:00,131,129,Wolfsburg,Borussia Dortmund,DOR,WOL,1,2,2.02751,1.70601,True,True,https://understat.com/match/30412
GER-Bundesliga,2526,2026-02-08 Bayern Munich-Hoffenheim,3,2025,30404,2026-02-08 16:30:00,117,120,Bayern Munich,Hoffenheim,HOF,BAY,5,1,6.37827,2.66829,True,True,https://understat.com/match/30404
GER-Bundesliga,2526,2026-02-08 FC Cologne-RasenBallsport Leipzig,3,2025,30406,2026-02-08 14:30:00,134,136,FC Cologne,RasenBallsport Leipzig,RBL,COL,1,2,1.12167,3.0577,True,True,https://understat.com/match/30406
GER-Bundesliga,2526,2026-02-13 Borussia Dortmund-Mainz 05,3,2025,30415,2026-02-13 19:30:00,129,125,Borussia Dortmund,Mainz 05,MAI,DOR,4,0,1.81026,1.67199,True,True,https://understat.com/match/30415
GER-Bundesliga,2526,2026-02-14 Bayer Leverkusen-St. Pauli,3,2025,30414,2026-02-14 14:30:00,119,288,Bayer Leverkusen,St. Pauli,SPA,LEV,4,0,2.26044,0.654783,True,True,https://understat.com/match/30414
GER-Bundesliga,2526,2026-02-14 Eintracht Frankfurt-Borussia M.Gladbach,3,2025,30416,2026-02-14 14:30:00,132,130,Eintracht Frankfurt,Borussia M.Gladbach,BMG,EIN,3,0,1.98736,1.03155,True,True,https://understat.com/match/30416
GER-Bundesliga,2526,2026-02-14 Hamburger SV-Union Berlin,3,2025,30417,2026-02-14 14:30:00,118,240,Hamburger SV,Union Berlin,UNI,HAM,3,2,2.20339,2.18966,True,True,https://understat.com/match/30417
GER-Bundesliga,2526,2026-02-14 Hoffenheim-Freiburg,3,2025,30418,2026-02-14 14:30:00,120,135,Hoffenheim,Freiburg,FRE,HOF,3,0,1.90052,0.744054,True,True,https://understat.com/match/30418
GER-Bundesliga,2526,2026-02-14 VfB Stuttgart-FC Cologne,3,2025,30420,2026-02-14 17:30:00,133,134,VfB Stuttgart,FC Cologne,COL,STU,3,1,2.56266,1.13246,True,True,https://understat.com/match/30420
GER-Bundesliga,2526,2026-02-14 Werder Bremen-Bayern Munich,3,2025,30421,2026-02-14 14:30:00,123,117,Werder Bremen,Bayern Munich,BAY,WER,0,3,0.77965,1.87713,True,True,https://understat.com/match/30421
GER-Bundesliga,2526,2026-02-15 Augsburg-FC Heidenheim,3,2025,30413,2026-02-15 14:30:00,121,280,Augsburg,FC Heidenheim,HEI,AUG,1,0,1.87679,0.697774,True,True,https://understat.com/match/30413
GER-Bundesliga,2526,2026-02-15 RasenBallsport Leipzig-Wolfsburg,3,2025,30419,2026-02-15 16:30:00,136,131,RasenBallsport Leipzig,Wolfsburg,WOL,RBL,2,2,2.51087,0.687761,True,True,https://understat.com/match/30419
GER-Bundesliga,2526,2026-02-20 Mainz 05-Hamburger SV,3,2025,30426,2026-02-20 19:30:00,125,118,Mainz 05,Hamburger SV,HAM,MAI,1,1,1.75215,0.823398,True,True,https://understat.com/match/30426
GER-Bundesliga,2526,2026-02-21 Bayern Munich-Eintracht Frankfurt,3,2025,30422,2026-02-21 14:30:00,117,132,Bayern Munich,Eintracht Frankfurt,EIN,BAY,3,2,2.83518,2.29258,True,True,https://understat.com/match/30422
GER-Bundesliga,2526,2026-02-21 FC Cologne-Hoffenheim,3,2025,30423,2026-02-21 14:30:00,134,120,FC Cologne,Hoffenheim,HOF,COL,2,2,1.12252,1.8243,True,True,https://understat.com/match/30423
GER-Bundesliga,2526,2026-02-21 RasenBallsport Leipzig-Borussia Dortmund,3,2025,30427,2026-02-21 17:30:00,136,129,RasenBallsport Leipzig,Borussia Dortmund,DOR,RBL,2,2,3.50934,1.35347,True,True,https://understat.com/match/30427
GER-Bundesliga,2526,2026-02-21 Union Berlin-Bayer Leverkusen,3,2025,30429,2026-02-21 14:30:00,240,119,Union Berlin,Bayer Leverkusen,LEV,UNI,1,0,0.757702,1.20274,True,True,https://understat.com/match/30429
GER-Bundesliga,2526,2026-02-21 Wolfsburg-Augsburg,3,2025,30430,2026-02-21 14:30:00,131,121,Wolfsburg,Augsburg,AUG,WOL,2,3,2.17584,1.56427,True,True,https://understat.com/match/30430
GER-Bundesliga,2526,2026-02-22 FC Heidenheim-VfB Stuttgart,3,2025,30425,2026-02-22 18:30:00,280,133,FC Heidenheim,VfB Stuttgart,STU,HEI,3,3,2.21575,2.27505,True,True,https://understat.com/match/30425
GER-Bundesliga,2526,2026-02-22 Freiburg-Borussia M.Gladbach,3,2025,30424,2026-02-22 14:30:00,135,130,Freiburg,Borussia M.Gladbach,BMG,FRE,2,1,1.29234,1.02855,True,True,https://understat.com/match/30424
GER-Bundesliga,2526,2026-02-22 St. Pauli-Werder Bremen,3,2025,30428,2026-02-22 16:30:00,288,123,St. Pauli,Werder Bremen,WER,SPA,2,1,0.260698,1.61141,True,True,https://understat.com/match/30428
GER-Bundesliga,2526,2026-02-27 Augsburg-FC Cologne,3,2025,30431,2026-02-27 19:30:00,121,134,Augsburg,FC Cologne,COL,AUG,,,,,False,False,https://understat.com/match/30431
GER-Bundesliga,2526,2026-02-28 Bayer Leverkusen-Mainz 05,3,2025,30432,2026-02-28 14:30:00,119,125,Bayer Leverkusen,Mainz 05,MAI,LEV,,,,,False,False,https://understat.com/match/30432
GER-Bundesliga,2526,2026-02-28 Borussia Dortmund-Bayern Munich,3,2025,30434,2026-02-28 17:30:00,129,117,Borussia Dortmund,Bayern Munich,BAY,DOR,,,,,False,False,https://understat.com/match/30434
GER-Bundesliga,2526,2026-02-28 Borussia M.Gladbach-Union Berlin,3,2025,30433,2026-02-28 14:30:00,130,240,Borussia M.Gladbach,Union Berlin,UNI,BMG,,,,,False,False,https://understat.com/match/30433
GER-Bundesliga,2526,2026-02-28 Hoffenheim-St. Pauli,3,2025,30437,2026-02-28 14:30:00,120,288,Hoffenheim,St. Pauli,SPA,HOF,,,,,False,False,https://understat.com/match/30437
GER-Bundesliga,2526,2026-02-28 Werder Bremen-FC Heidenheim,3,2025,30439,2026-02-28 14:30:00,123,280,Werder Bremen,FC Heidenheim,HEI,WER,,,,,False,False,https://understat.com/match/30439
GER-Bundesliga,2526,2026-03-01 Eintracht Frankfurt-Freiburg,3,2025,30435,2026-03-01 16:30:00,132,135,Eintracht Frankfurt,Freiburg,FRE,EIN,,,,,False,False,https://understat.com/match/30435
GER-Bundesliga,2526,2026-03-01 Hamburger SV-RasenBallsport Leipzig,3,2025,30436,2026-03-01 18:30:00,118,136,Hamburger SV,RasenBallsport Leipzig,RBL,HAM,,,,,False,False,https://understat.com/match/30436
GER-Bundesliga,2526,2026-03-01 VfB Stuttgart-Wolfsburg,3,2025,30438,2026-03-01 14:30:00,133,131,VfB Stuttgart,Wolfsburg,WOL,STU,,,,,False,False,https://understat.com/match/30438
GER-Bundesliga,2526,2026-03-04 Hamburger SV-Bayer Leverkusen,3,2025,30371,2026-03-04 19:30:00,118,119,Hamburger SV,Bayer Leverkusen,LEV,HAM,,,,,False,False,https://understat.com/match/30371
GER-Bundesliga,2526,2026-03-06 Bayern Munich-Borussia M.Gladbach,3,2025,30440,2026-03-06 19:30:00,117,130,Bayern Munich,Borussia M.Gladbach,BMG,BAY,,,,,False,False,https://understat.com/match/30440
GER-Bundesliga,2526,2026-03-07 FC Cologne-Borussia Dortmund,3,2025,30441,2026-03-07 17:30:00,134,129,FC Cologne,Borussia Dortmund,DOR,COL,,,,,False,False,https://understat.com/match/30441
GER-Bundesliga,2526,2026-03-07 FC Heidenheim-Hoffenheim,3,2025,30443,2026-03-07 14:30:00,280,120,FC Heidenheim,Hoffenheim,HOF,HEI,,,,,False,False,https://understat.com/match/30443
GER-Bundesliga,2526,2026-03-07 Freiburg-Bayer Leverkusen,3,2025,30442,2026-03-07 14:30:00,135,119,Freiburg,Bayer Leverkusen,LEV,FRE,,,,,False,False,https://understat.com/match/30442
GER-Bundesliga,2526,2026-03-07 Mainz 05-VfB Stuttgart,3,2025,30444,2026-03-07 14:30:00,125,133,Mainz 05,VfB Stuttgart,STU,MAI,,,,,False,False,https://understat.com/match/30444
GER-Bundesliga,2526,2026-03-07 RasenBallsport Leipzig-Augsburg,3,2025,30445,2026-03-07 14:30:00,136,121,RasenBallsport Leipzig,Augsburg,AUG,RBL,,,,,False,False,https://understat.com/match/30445
GER-Bundesliga,2526,2026-03-07 Wolfsburg-Hamburger SV,3,2025,30448,2026-03-07 14:30:00,131,118,Wolfsburg,Hamburger SV,HAM,WOL,,,,,False,False,https://understat.com/match/30448
GER-Bundesliga,2526,2026-03-08 St. Pauli-Eintracht Frankfurt,3,2025,30446,2026-03-08 14:30:00,288,132,St. Pauli,Eintracht Frankfurt,EIN,SPA,,,,,False,False,https://understat.com/match/30446
GER-Bundesliga,2526,2026-03-08 Union Berlin-Werder Bremen,3,2025,30447,2026-03-08 16:30:00,240,123,Union Berlin,Werder Bremen,WER,UNI,,,,,False,False,https://understat.com/match/30447
GER-Bundesliga,2526,2026-03-13 Borussia M.Gladbach-St. Pauli,3,2025,30450,2026-03-13 19:30:00,130,288,Borussia M.Gladbach,St. Pauli,SPA,BMG,,,,,False,False,https://understat.com/match/30450
GER-Bundesliga,2526,2026-03-14 Bayer Leverkusen-Bayern Munich,3,2025,30449,2026-03-14 14:30:00,119,117,Bayer Leverkusen,Bayern Munich,BAY,LEV,,,,,False,False,https://understat.com/match/30449
GER-Bundesliga,2526,2026-03-14 Borussia Dortmund-Augsburg,3,2025,30451,2026-03-14 14:30:00,129,121,Borussia Dortmund,Augsburg,AUG,DOR,,,,,False,False,https://understat.com/match/30451
GER-Bundesliga,2526,2026-03-14 Eintracht Frankfurt-FC Heidenheim,3,2025,30452,2026-03-14 14:30:00,132,280,Eintracht Frankfurt,FC Heidenheim,HEI,EIN,,,,,False,False,https://understat.com/match/30452
GER-Bundesliga,2526,2026-03-14 Hamburger SV-FC Cologne,3,2025,30454,2026-03-14 17:30:00,118,134,Hamburger SV,FC Cologne,COL,HAM,,,,,False,False,https://understat.com/match/30454
GER-Bundesliga,2526,2026-03-14 Hoffenheim-Wolfsburg,3,2025,30455,2026-03-14 14:30:00,120,131,Hoffenheim,Wolfsburg,WOL,HOF,,,,,False,False,https://understat.com/match/30455
GER-Bundesliga,2526,2026-03-15 Freiburg-Union Berlin,3,2025,30453,2026-03-15 16:30:00,135,240,Freiburg,Union Berlin,UNI,FRE,,,,,False,False,https://understat.com/match/30453
GER-Bundesliga,2526,2026-03-15 VfB Stuttgart-RasenBallsport Leipzig,3,2025,30456,2026-03-15 18:30:00,133,136,VfB Stuttgart,RasenBallsport Leipzig,RBL,STU,,,,,False,False,https://understat.com/match/30456
GER-Bundesliga,2526,2026-03-15 Werder Bremen-Mainz 05,3,2025,30457,2026-03-15 14:30:00,123,125,Werder Bremen,Mainz 05,MAI,WER,,,,,False,False,https://understat.com/match/30457
GER-Bundesliga,2526,2026-03-20 RasenBallsport Leipzig-Hoffenheim,3,2025,30464,2026-03-20 19:30:00,136,120,RasenBallsport Leipzig,Hoffenheim,HOF,RBL,,,,,False,False,https://understat.com/match/30464
